full_text,text_final,tokens,jumlah_pos_kata,jumlah_neg_kata,sentiment_score,sentiment_label
@updatecakrawala Menuju 2045 dimulai dari piring makan anak-anak hari ini! #PenuhiGiziIndonesia #MakanBergiziGratis,tuju mulai piring makan anak anak hari penuh indonesia makan,"['tuju', 'mulai', 'piring', 'makan', 'anak', 'anak', 'hari', 'penuh', 'indonesia', 'makan']",3,1,9.0,POSITIVE
@updatecakrawala Bangga jadi bagian dari generasi yang peduli gizi anak bangsa! #PenuhiGiziIndonesia #MakanBergiziGratis,bangga jadi bagi generasi peduli anak bangsa penuh indonesia makan,"['bangga', 'jadi', 'bagi', 'generasi', 'peduli', 'anak', 'bangsa', 'penuh', 'indonesia', 'makan']",4,3,6.0,POSITIVE
Program MBG menjadi langkah strategis untuk pemenuhan gizi dan mencegah stunting menyongsong generasi unggul. #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas2045 https://t.co/kUkHc1BFhE,jadi langkah strategis penuh cegah stunting songsong generasi unggul makan manfaat cegah stunting dukung indonesia emas,"['jadi', 'langkah', 'strategis', 'penuh', 'cegah', 'stunting', 'songsong', 'generasi', 'unggul', 'makan', 'manfaat', 'cegah', 'stunting', 'dukung', 'indonesia', 'emas']",7,3,26.0,POSITIVE
Program MBG Wujudkan Generasi Unggul. #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas2045 https://t.co/Q36KaOyeiV,wujud generasi unggul makan manfaat cegah stunting dukung indonesia emas,"['wujud', 'generasi', 'unggul', 'makan', 'manfaat', 'cegah', 'stunting', 'dukung', 'indonesia', 'emas']",4,2,17.0,POSITIVE
@arifbalikpapan1 Ketika Bansos dihentikan banyak rakyat kelaparan bansos pun dikorupsi #MBG yang baru berjalan baru kemarin sudah di korupsi dan #MBG dilakukan Random / acak @prabowo tidak tau karena #ABS,bansos henti banyak rakyat lapar bansos korupsi baru jalan baru kemarin korupsi laku random acak tau abs,"['bansos', 'henti', 'banyak', 'rakyat', 'lapar', 'bansos', 'korupsi', 'baru', 'jalan', 'baru', 'kemarin', 'korupsi', 'laku', 'random', 'acak', 'tau', 'abs']",3,7,-34.0,NEGATIVE
Perluas Peran UMKM dalam Program MBG Diharapkan Mampu Tingkatkan Ekonomi Lokal #MBG https://t.co/DXPks0lEPC,luas peran umkm harap mampu tingkat ekonomi lokal,"['luas', 'peran', 'umkm', 'harap', 'mampu', 'tingkat', 'ekonomi', 'lokal']",3,1,6.0,POSITIVE
Program MBG Perkuat UMKM dan Ekonomi Maros #MBG https://t.co/BbqOMpkutM,kuat umkm ekonomi maros,"['kuat', 'umkm', 'ekonomi', 'maros']",1,0,5.0,POSITIVE
Nah menurutmu dampak paling besar apa yang bisa dirasakan masyarakat kalau program makan gratis benar-benar dijalankan di Indonesia? Drop pendapatmu di kolom komentar! #Kemendagri #gasssnow #MakanBergiziGratis,nah turut dampak paling besar apa rasa masyarakat kalau makan benar benar jalan indonesia drop dapat kolom komentar kemendagri gasssnow makan,"['nah', 'turut', 'dampak', 'paling', 'besar', 'apa', 'rasa', 'masyarakat', 'kalau', 'makan', 'benar', 'benar', 'jalan', 'indonesia', 'drop', 'dapat', 'kolom', 'komentar', 'kemendagri', 'gasssnow', 'makan']",5,4,7.0,POSITIVE
Kalau program ini diterapkan di Indonesia bisa jadi langkah strategis untuk mencegah stunting meningkatkan daya saing global dan menyiapkan generasi emas 2045. #Kemendagri #gasssnow #MakanBergiziGratis,kalau terap indonesia jadi langkah strategis cegah stunting tingkat daya saing global siap generasi emas kemendagri gasssnow makan,"['kalau', 'terap', 'indonesia', 'jadi', 'langkah', 'strategis', 'cegah', 'stunting', 'tingkat', 'daya', 'saing', 'global', 'siap', 'generasi', 'emas', 'kemendagri', 'gasssnow', 'makan']",4,2,7.0,POSITIVE
Sekolah bukan cuma tempat belajar tapi juga ruang untuk memastikan anak-anak dapat asupan gizi seimbang setiap hari. #Kemendagri #gasssnow #MakanBergiziGratis,sekolah bukan cuma tempat ajar ruang pasti anak anak asupan imbang hari kemendagri gasssnow makan,"['sekolah', 'bukan', 'cuma', 'tempat', 'ajar', 'ruang', 'pasti', 'anak', 'anak', 'asupan', 'imbang', 'hari', 'kemendagri', 'gasssnow', 'makan']",5,3,7.0,POSITIVE
Program ini bukan sekadar bikin perut kenyang tapi terbukti efektif meningkatkan kecerdasan &amp; kesehatan anak secara global. #Kemendagri #gasssnow #MakanBergiziGratis,bukan sekadar bikin perut kenyang bukti efektif tingkat cerdas sehat anak global kemendagri gasssnow makan,"['bukan', 'sekadar', 'bikin', 'perut', 'kenyang', 'bukti', 'efektif', 'tingkat', 'cerdas', 'sehat', 'anak', 'global', 'kemendagri', 'gasssnow', 'makan']",9,1,31.0,POSITIVE
Ternyata negara maju seperti Jepang dan negara berkembang dengan ekonomi besar seperti Brasil sudah lama menerapkan program makan gratis di sekolah. #Kemendagri #gasssnow #MakanBergiziGratis https://t.co/2rG90dFioH,nyata negara maju jepang negara kembang ekonomi besar brasil lama terap makan sekolah kemendagri gasssnow makan,"['nyata', 'negara', 'maju', 'jepang', 'negara', 'kembang', 'ekonomi', 'besar', 'brasil', 'lama', 'terap', 'makan', 'sekolah', 'kemendagri', 'gasssnow', 'makan']",3,1,7.0,POSITIVE
Pemerintah memastikan anggaran Program Makan Bergizi Gratis (MBG) tetap aman dan terjaga penggunaannya. Pengawasan ketat dan perencanaan yang transparan menjadi dasar dalam menjaga efektivitas program bagi masyarakat. #DukungProgramMBG #DukungMBG #MakanBergiziGratis https://t.co/sD7toXECMA,pemerintah pasti anggaran makan tetap aman jaga guna awas ketat rencana transparan jadi dasar jaga efektivitas masyarakat dukung dukung makan,"['pemerintah', 'pasti', 'anggaran', 'makan', 'tetap', 'aman', 'jaga', 'guna', 'awas', 'ketat', 'rencana', 'transparan', 'jadi', 'dasar', 'jaga', 'efektivitas', 'masyarakat', 'dukung', 'dukung', 'makan']",8,3,22.0,POSITIVE
Mari dukung MBG untuk Indonesia sehat dan kuat! 🇮🇩 #MakanBergiziGratis https://t.co/uVPRFfdXLq,dukung indonesia sehat kuat makan,"['dukung', 'indonesia', 'sehat', 'kuat', 'makan']",3,0,17.0,POSITIVE
Lebih dari sekadar memasak ini tentang membangun masa depan. Bergabunglah dengan program MBG dan jadilah bagian dari perubahan positif yang membawa pertumbuhan ekonomi daerah. #MBG #KulinerBerkualitas #MajuBersama #EkonomiKreatif https://t.co/dtu9INMo3w,lebih sekadar masak bangun masa depan gabung jadi bagi ubah positif bawa tumbuh ekonomi daerah kuliner kualitas maju sama ekonomi kreatif,"['lebih', 'sekadar', 'masak', 'bangun', 'masa', 'depan', 'gabung', 'jadi', 'bagi', 'ubah', 'positif', 'bawa', 'tumbuh', 'ekonomi', 'daerah', 'kuliner', 'kualitas', 'maju', 'sama', 'ekonomi', 'kreatif']",11,3,29.0,POSITIVE
Menciptakan koki-koki andal membangkitkan ekonomi daerah. Program MBG adalah jembatan bagi para calon pengusaha kuliner untuk meraih sukses dan berkontribusi nyata bagi komunitas. #MBG #SuksesMuda #GerakanEkonomi #InovasiKuliner https://t.co/BNJsc4F7uU,cipta koki koki andal bangkit ekonomi daerah jembatan calon usaha kuliner raih sukses kontribusi nyata komunitas sukses muda gera ekonomi inovasi kuliner,"['cipta', 'koki', 'koki', 'andal', 'bangkit', 'ekonomi', 'daerah', 'jembatan', 'calon', 'usaha', 'kuliner', 'raih', 'sukses', 'kontribusi', 'nyata', 'komunitas', 'sukses', 'muda', 'gera', 'ekonomi', 'inovasi', 'kuliner']",8,4,26.0,POSITIVE
Program Makan Bergizi Gratis Menjamin Setiap Anak Mendapatkan Asupan yang Sehat dan Seimbang. #MBG #MakanBergiziGratis #AnakSehatBangsaKuat #GiziUntukSemua https://t.co/1a5eBz3B4y,makan jamin anak dapat asupan sehat imbang makan anak sehat bangsa kuat semua,"['makan', 'jamin', 'anak', 'dapat', 'asupan', 'sehat', 'imbang', 'makan', 'anak', 'sehat', 'bangsa', 'kuat', 'semua']",7,1,27.0,POSITIVE
MBG hadir sebagai solusi gizi anak sekaligus penggerak ekonomi daerah. Dari desa hingga kota manfaatnya dirasakan nyata oleh masyarakat. #MBG #MBGKalteng #Kalteng https://t.co/00PdeID50T,hadir solusi anak sekaligus gerak ekonomi daerah desa hingga kota manfaat rasa nyata masyarakat kalteng kalteng,"['hadir', 'solusi', 'anak', 'sekaligus', 'gerak', 'ekonomi', 'daerah', 'desa', 'hingga', 'kota', 'manfaat', 'rasa', 'nyata', 'masyarakat', 'kalteng', 'kalteng']",6,1,23.0,POSITIVE
Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda. Langkah nyata menuju Indonesia Emas 2045! #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/JHlkTfWKHb,makan hadir penuh butuh anak sejak dini tingkat sehat daya saing generasi muda langkah nyata tuju indonesia emas makan generasi sehat indonesia emas,"['makan', 'hadir', 'penuh', 'butuh', 'anak', 'sejak', 'dini', 'tingkat', 'sehat', 'daya', 'saing', 'generasi', 'muda', 'langkah', 'nyata', 'tuju', 'indonesia', 'emas', 'makan', 'generasi', 'sehat', 'indonesia', 'emas']",9,5,24.0,POSITIVE
Perekonomian daerah tumbuh positif dengan adanya #MBG https://t.co/hdAXlqPPdG,ekonomi daerah tumbuh positif ada,"['ekonomi', 'daerah', 'tumbuh', 'positif', 'ada']",3,0,12.0,POSITIVE
Program Makan Bergizi Gratis tidak hanya menjamin kecukupan gizi anak-anak tapi juga berkontribusi mencetak generasi unggul menuju Indonesia Emas 2045. #MakanBergiziGratis #IndonesiaEmas2045 #GiziAnak #GenerasiUnggul https://t.co/rTJU6zbVxZ,makan jamin cukup anak anak kontribusi cetak generasi unggul tuju indonesia emas makan indonesia emas anak generasi unggul,"['makan', 'jamin', 'cukup', 'anak', 'anak', 'kontribusi', 'cetak', 'generasi', 'unggul', 'tuju', 'indonesia', 'emas', 'makan', 'indonesia', 'emas', 'anak', 'generasi', 'unggul']",7,3,18.0,POSITIVE
Program Makan Bergizi Gratis dapat membantu meningkatkan kemampuan belajar dan konsentrasi anak-anak #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas20 https://t.co/O67BPXQMss,makan bantu tingkat mampu ajar konsentrasi anak anak makan manfaat cegah stunting dukung indonesia emas,"['makan', 'bantu', 'tingkat', 'mampu', 'ajar', 'konsentrasi', 'anak', 'anak', 'makan', 'manfaat', 'cegah', 'stunting', 'dukung', 'indonesia', 'emas']",8,1,34.0,POSITIVE
Program MBG penuhi asupan gizi anak bangsa #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas20 https://t.co/ikXY9N4VTT,penuh asupan anak bangsa makan manfaat cegah stunting dukung indonesia emas,"['penuh', 'asupan', 'anak', 'bangsa', 'makan', 'manfaat', 'cegah', 'stunting', 'dukung', 'indonesia', 'emas']",4,1,18.0,POSITIVE
Dukung Program Makan Bergizi Gratis #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas20 https://t.co/P6xXuEZRHC,dukung makan makan manfaat cegah stunting dukung indonesia emas,"['dukung', 'makan', 'makan', 'manfaat', 'cegah', 'stunting', 'dukung', 'indonesia', 'emas']",4,0,24.0,POSITIVE
Program MBG bantu tingkatkan gizi anak-anak Indonesia #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas20 https://t.co/adRM0urNS9,bantu tingkat anak anak indonesia makan manfaat cegah stunting dukung indonesia emas,"['bantu', 'tingkat', 'anak', 'anak', 'indonesia', 'makan', 'manfaat', 'cegah', 'stunting', 'dukung', 'indonesia', 'emas']",6,1,26.0,POSITIVE
MBG MERUPAKAN INVESTASI MASA DEPAN DENGAN GIZI CUKUP ANAK-ANAK TUMBUH OPTIMAL CERDAS DAN SIAP JADI SDM UNGGUL YANG BERSAING DI TINGKAT GLOBAL. #MakanBergiziGratis #GenerasiEmas #IndonesiaMaju https://t.co/V2jcQzF5XM,rupa investasi masa depan cukup anak anak tumbuh optimal cerdas siap jadi sdm unggul saing tingkat global makan generasi emas indonesia maju,"['rupa', 'investasi', 'masa', 'depan', 'cukup', 'anak', 'anak', 'tumbuh', 'optimal', 'cerdas', 'siap', 'jadi', 'sdm', 'unggul', 'saing', 'tingkat', 'global', 'makan', 'generasi', 'emas', 'indonesia', 'maju']",8,2,25.0,POSITIVE
Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal sebagai fondasi bagi terwujudnya Generasi Emas Indonesia 2045. #MakanBergiziGratis #GenerasiEmas #IndonesiaMaju https://t.co/zNcfXJlm9T,makan dukung tumbuh kembang anak optimal fondasi wujud generasi emas indonesia makan generasi emas indonesia maju,"['makan', 'dukung', 'tumbuh', 'kembang', 'anak', 'optimal', 'fondasi', 'wujud', 'generasi', 'emas', 'indonesia', 'makan', 'generasi', 'emas', 'indonesia', 'maju']",4,4,4.0,POSITIVE
Program Makan Bergizi Gratis sebagai fondasi bagi terwujudnya Generasi Emas Indonesia 2045. #MakanBergiziGratis #GenerasiEmas #IndonesiaMaju https://t.co/vgTZCEegP5,makan fondasi wujud generasi emas indonesia makan generasi emas indonesia maju,"['makan', 'fondasi', 'wujud', 'generasi', 'emas', 'indonesia', 'makan', 'generasi', 'emas', 'indonesia', 'maju']",0,4,-12.0,NEGATIVE
Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal #MakanBergiziGratis #GenerasiEmas #IndonesiaMaju https://t.co/bE4pbVb0LO,makan dukung tumbuh kembang anak optimal makan generasi emas indonesia maju,"['makan', 'dukung', 'tumbuh', 'kembang', 'anak', 'optimal', 'makan', 'generasi', 'emas', 'indonesia', 'maju']",4,1,13.0,POSITIVE
Kalau menurut kalian apa program ini bisa jadi solusi buat masalah gizi anak Indonesia? Yuk diskusi #gasssnow #Kemendagri #MakanBergiziGratis,kalau kalian apa jadi solusi buat masalah anak indonesia yuk diskusi gasssnow kemendagri makan,"['kalau', 'kalian', 'apa', 'jadi', 'solusi', 'buat', 'masalah', 'anak', 'indonesia', 'yuk', 'diskusi', 'gasssnow', 'kemendagri', 'makan']",5,2,9.0,POSITIVE
Dukungan guru jadi bukti kalau MBG berdampak nyata. Pemerintah pun berharap distribusinya bisa makin luas ke siswa ibu hamil dan ibu menyusui. #gasssnow #Kemendagri #MakanBergiziGratis,dukung guru jadi bukti kalau dampak nyata pemerintah harap distribusi makin luas siswa ibu hamil ibu susu gasssnow kemendagri makan,"['dukung', 'guru', 'jadi', 'bukti', 'kalau', 'dampak', 'nyata', 'pemerintah', 'harap', 'distribusi', 'makin', 'luas', 'siswa', 'ibu', 'hamil', 'ibu', 'susu', 'gasssnow', 'kemendagri', 'makan']",10,3,22.0,POSITIVE
Menurut Dian MBG bukan cuma soal makan gratis. Program ini juga bikin anak lebih semangat belajar karena kebutuhan gizinya terpenuhi. #gasssnow #Kemendagri #MakanBergiziGratis,dian bukan cuma soal makan bikin anak lebih semangat ajar butuh gizi penuh gasssnow kemendagri makan,"['dian', 'bukan', 'cuma', 'soal', 'makan', 'bikin', 'anak', 'lebih', 'semangat', 'ajar', 'butuh', 'gizi', 'penuh', 'gasssnow', 'kemendagri', 'makan']",6,3,11.0,POSITIVE
Makan sehat gratis adalah protokol dasar biar generasi nggak gampang error. #gasssnow #mbg https://t.co/xeVXoGXQCd,makan sehat protokol dasar biar generasi gampang error gasssnow,"['makan', 'sehat', 'protokol', 'dasar', 'biar', 'generasi', 'gampang', 'error', 'gasssnow']",2,3,-1.0,NEUTRAL
Sepiring sehat gratis itu cara sederhana buat masa depan lebih tangguh. #gasssnow #mbg https://t.co/6AyVPHE3wn,piring sehat cara sederhana buat masa depan lebih tangguh gasssnow,"['piring', 'sehat', 'cara', 'sederhana', 'buat', 'masa', 'depan', 'lebih', 'tangguh', 'gasssnow']",5,0,19.0,POSITIVE
Kalau gizi terjamin pikiran pun jadi senjata yang susah ditaklukkan. #gasssnow #mbg https://t.co/VesHhMYzom,kalau jamin pikir jadi senjata susah takluk gasssnow,"['kalau', 'jamin', 'pikir', 'jadi', 'senjata', 'susah', 'takluk', 'gasssnow']",2,2,0.0,NEUTRAL
Kadang musuh terbesar bukan orang lain tapi perut kosong. MBG paham betul soal itu. #gasssnow #mbg https://t.co/lcYktynw5d,kadang musuh besar bukan orang perut kosong paham betul soal gasssnow,"['kadang', 'musuh', 'besar', 'bukan', 'orang', 'perut', 'kosong', 'paham', 'betul', 'soal', 'gasssnow']",6,3,7.0,POSITIVE
Temukan Nasi Basi dan Penggunaan Saos Kemasan di MBG Pemkab Situbondo Langsung Rapat Evaluasi https://t.co/YkPjcOAfh8 #MakanBergiziGratis #MBG #PemkabSitubondo #SPPG,temu nasi basi guna saos kemas pemkab situbondo langsung rapat evaluasi makan pemkab situbondo sppg,"['temu', 'nasi', 'basi', 'guna', 'saos', 'kemas', 'pemkab', 'situbondo', 'langsung', 'rapat', 'evaluasi', 'makan', 'pemkab', 'situbondo', 'sppg']",4,2,0.0,NEGATIVE
@prabowo Pak presiden #rakyatindonesia sengsara &amp; lapar tapi kalian ngak mau tau hanya di jogetin aj lapangan kerja minim pajak kalian naikan 12% buang - buang anggaran #MBG #IKN #PNS perbaikan hanya omon - omon besok soan ke @jokowi rakyat menangis bayar listrik PAM kontrakan dll,pak presiden rakyatindonesia sengsara lapar kalian ngak mau tau jogetin aj lapang kerja minim pajak kalian naik buang buang anggaran ikn pns baik omon omon besok soan rakyat menang bayar listrik pam kontra,"['pak', 'presiden', 'rakyatindonesia', 'sengsara', 'lapar', 'kalian', 'ngak', 'mau', 'tau', 'jogetin', 'aj', 'lapang', 'kerja', 'minim', 'pajak', 'kalian', 'naik', 'buang', 'buang', 'anggaran', 'ikn', 'pns', 'baik', 'omon', 'omon', 'besok', 'soan', 'rakyat', 'menang', 'bayar', 'listrik', 'pam', 'kontra']",7,7,-6.0,NEGATIVE
Bagi mereka rasa lelah terbayar lunas setiap kali melihat senyum anak-anak saat menerima makanan bergizi. Inilah wujud investasi untuk mencetak generasi emas Indonesia. #gasssnow #Kemendagri #MakanBergiziGratis,rasa lelah bayar lunas kali lihat senyum anak anak terima makan ini wujud investasi cetak generasi emas indonesia gasssnow kemendagri makan,"['rasa', 'lelah', 'bayar', 'lunas', 'kali', 'lihat', 'senyum', 'anak', 'anak', 'terima', 'makan', 'ini', 'wujud', 'investasi', 'cetak', 'generasi', 'emas', 'indonesia', 'gasssnow', 'kemendagri', 'makan']",7,4,9.0,POSITIVE
 Menu harus seimbang bergizi tapi juga bikin anak-anak lahap. Itu tantangan sekaligus motivasi kata Saepullah. Semangat tim dapur ini jadi bukti nyata MBG bukan sekadar program. #gasssnow #Kemendagri #MakanBergiziGratis,menu imbang bikin anak anak lahap tantang sekaligus motivasi kata saepullah semangat tim dapur jadi bukti nyata bukan sekadar gasssnow kemendagri makan,"['menu', 'imbang', 'bikin', 'anak', 'anak', 'lahap', 'tantang', 'sekaligus', 'motivasi', 'kata', 'saepullah', 'semangat', 'tim', 'dapur', 'jadi', 'bukti', 'nyata', 'bukan', 'sekadar', 'gasssnow', 'kemendagri', 'makan']",11,3,23.0,POSITIVE
Koordinasi antar tim jadi kunci. Mulai dari distribusi bahan baku pembagian tugas masak hingga diskusi rutin bersama ahli gizi untuk menentukan menu bergizi dan disukai anak-anak. #gasssnow #Kemendagri #MakanBergiziGratis,koordinasi antar tim jadi kunci mulai distribusi bahan baku bagi tugas masak hingga diskusi rutin sama ahli tentu menu suka anak anak gasssnow kemendagri makan,"['koordinasi', 'antar', 'tim', 'jadi', 'kunci', 'mulai', 'distribusi', 'bahan', 'baku', 'bagi', 'tugas', 'masak', 'hingga', 'diskusi', 'rutin', 'sama', 'ahli', 'tentu', 'menu', 'suka', 'anak', 'anak', 'gasssnow', 'kemendagri', 'makan']",9,6,7.0,POSITIVE
Saepullah Chef Dapur MBG Kebayunan bilang tantangan terbesar adalah soal manajemen waktu. Bahan baku seperti ayam harus datang tepat waktu. Kalau lewat jam tiga sore proses masak bisa terganggu. #gasssnow #Kemendagri #MakanBergiziGratis,saepullah chef dapur bayun bilang tantang besar soal manajemen waktu bahan baku ayam datang tepat waktu kalau lewat jam tiga sore proses masak ganggu gasssnow kemendagri makan,"['saepullah', 'chef', 'dapur', 'bayun', 'bilang', 'tantang', 'besar', 'soal', 'manajemen', 'waktu', 'bahan', 'baku', 'ayam', 'datang', 'tepat', 'waktu', 'kalau', 'lewat', 'jam', 'tiga', 'sore', 'proses', 'masak', 'ganggu', 'gasssnow', 'kemendagri', 'makan']",4,7,-9.0,NEGATIVE
Para pekerja dapur program Makan Bergizi Gratis (MBG) berjuang keras setiap hari memasak ribuan porsi untuk anak-anak Indonesia. Meski melelahkan mereka bangga bisa ikut membangun masa depan bangsa. #gasssnow #Kemendagri #MakanBergiziGratis https://t.co/KAgY6wvhtM,kerja dapur makan juang keras hari masak ribu porsi anak anak indonesia meski lelah bangga ikut bangun masa depan bangsa gasssnow kemendagri makan,"['kerja', 'dapur', 'makan', 'juang', 'keras', 'hari', 'masak', 'ribu', 'porsi', 'anak', 'anak', 'indonesia', 'meski', 'lelah', 'bangga', 'ikut', 'bangun', 'masa', 'depan', 'bangsa', 'gasssnow', 'kemendagri', 'makan']",9,3,24.0,POSITIVE
Menurut kalian langkah apa yang paling penting biar MBG di Indonesia sukses bawa dampak nyata? Pengawasan? Kualitas gizi? Kolaborasi pusat &amp; daerah? Drop pendapatmu #Kemendagri #gasssnow #MakanBergiziGratis,kalian langkah apa paling penting biar indonesia sukses bawa dampak nyata awas kualitas kolaborasi pusat daerah drop dapat kemendagri gasssnow makan,"['kalian', 'langkah', 'apa', 'paling', 'penting', 'biar', 'indonesia', 'sukses', 'bawa', 'dampak', 'nyata', 'awas', 'kualitas', 'kolaborasi', 'pusat', 'daerah', 'drop', 'dapat', 'kemendagri', 'gasssnow', 'makan']",8,4,20.0,POSITIVE
